num_layers,neurons,batch_size,epochs,learning_rate,train_rmse,val_rmse,test_rmse,train_r2,val_r2,test_r2
1,16,64,100,0.01,57362.780182902316,58292.84390889895,58666.71561289059,0.7515479370763047,0.7527186532043502,0.7481040366338378
1,32,16,10,1e-05,61251.98769763475,62033.003163646084,61514.41218417693,0.7167156410455516,0.7199687596568212,0.7230563486526927
1,32,16,10,0.0001,63051.73169098563,64063.10036294488,63160.43845555127,0.6998237963589763,0.7013401960503288,0.7080369247024142
1,32,16,10,0.001,61198.38362449308,62381.58598846167,62206.15325410369,0.717211251114082,0.7168127511513083,0.7167927616449306
1,32,16,10,0.01,61674.049527860436,62940.42379430663,62206.91433991349,0.7127982025880197,0.7117162280149743,0.7167858315803741
1,32,16,20,1e-05,58746.90260860556,59764.85511400392,59656.75070288911,0.7394133454052627,0.7400722710729828,0.7395305173560393
1,32,16,20,0.0001,59019.57746205239,59977.699537121676,60339.45807171742,0.7369886956878553,0.738217579643767,0.7335348190392355
1,32,16,20,0.001,58779.65028277,59792.75774735396,59631.29031983214,0.7391227433496761,0.7398295076246795,0.7397527969
1,32,16,20,0.01,58439.356281006105,59472.72594541547,59010.06182230326,0.742134601774159,0.7426071017241034,0.7451469729273936
1,32,16,50,1e-05,55868.45278516944,57353.94460111326,56515.43044949664,0.7643239169382107,0.7606202245550704,0.7662391721483965
1,32,16,50,0.0001,55872.87237875784,57331.57044115572,57240.552973084,0.7642866281409587,0.760806955449803,0.7602021425977025
1,32,16,50,0.001,57789.145218361424,59185.80316364561,59386.19484486444,0.7478408310293767,0.7450846656190981,0.7418877272922649
1,32,16,50,0.01,56031.971009946545,57397.37855846093,56778.043412447165,0.762942323957668,0.7602575242066958,0.7640616694074192
1,32,16,100,1e-05,55214.765555955135,56879.478930000885,56064.44565009449,0.7698066951388224,0.7645644239158877,0.7699550405723536
1,32,16,100,0.0001,54587.30471595545,55604.88695482874,55799.0792153345,0.775008803307348,0.7749977844353606,0.7721276024108334
1,32,16,100,0.001,54615.917224561665,56378.139231774134,55556.44578622162,0.7747728784987069,0.7686964246458873,0.7741050276043995
1,32,16,100,0.01,55032.873319022416,56210.61711905507,55369.81304229424,0.7713208339242765,0.7700689742021468,0.7756201923763216
1,32,32,10,1e-05,64923.98372491137,66187.05054146193,65437.6976093408,0.6817323161996334,0.681208357880033,0.6866038347111343
1,32,32,10,0.0001,65520.592755363905,66270.1190801299,64861.042369584124,0.6758560958492099,0.6804076521961195,0.6921029663462371
1,32,32,10,0.001,66135.91471251452,66621.79941458016,66024.42733402598,0.6697392580280248,0.6770066452011179,0.6809586728877091
1,32,32,10,0.01,64593.25385420313,64962.79869155874,64601.37254319352,0.6849666379190378,0.6928925700568473,0.6945633500879227
1,32,32,20,1e-05,60520.88228753434,61505.216876259416,61140.63564821136,0.7234378616786118,0.7247135858922472,0.7264116777117857
1,32,32,20,0.0001,63271.517841890614,64385.711143107015,63208.56526853055,0.6977274364994316,0.6983246231218353,0.7075918167825752
1,32,32,20,0.001,62287.371055226955,62676.407894916614,62338.9542695911,0.7070576066913601,0.7141296806893445,0.7155822590493572
1,32,32,20,0.01,60653.237338196275,61867.058766489754,61314.1925814295,0.7222268938240508,0.7214649780436948,0.7248562295642491
1,32,32,50,1e-05,57815.50324567451,58924.511412661006,58583.21342097763,0.7476107555030321,0.7473304827779095,0.7488205893084778
1,32,32,50,0.0001,57147.46404981687,58409.67387657474,58197.759620053504,0.7534096089425542,0.7517264620461239,0.7521150329259237
1,32,32,50,0.001,58014.05802542471,59012.867487219955,58512.77855172821,0.7458742267419366,0.7465721693352497,0.7494242145607557
1,32,32,50,0.01,57270.981659915335,58476.74510312177,58085.888126374055,0.752342503961578,0.751155954790388,0.7530671179648263
1,32,32,100,1e-05,55458.11105125213,56404.968528599864,56059.53603169903,0.7677731831715116,0.7684762262159451,0.7699953293328583
1,32,32,100,0.0001,55446.76748500085,56899.428638166944,56492.94133574617,0.7678681741771678,0.7643992432635625,0.7664251754340756
1,32,32,100,0.001,56221.08509618645,57218.3382136735,58024.22046265582,0.7613394319059898,0.7617508547589116,0.753591158864805
1,32,32,100,0.01,55162.296285653465,56366.04060233257,55972.09847719124,0.7702439816457977,0.7687956885099825,0.7707122586363618
1,32,64,10,1e-05,68092.53772504625,68475.19380789976,67776.31252764513,0.6499087443827929,0.6587855533054989,0.6638032347483809
1,32,64,10,0.0001,70315.19871228148,70736.25848249189,69897.36747834412,0.6266805305186648,0.635879576357453,0.6424314644204321
1,32,64,10,0.001,68053.99725700336,68008.52322120391,68130.69641471829,0.6503049364726197,0.6634205789458698,0.6602782805438457
1,32,64,10,0.01,69426.11185095513,69835.08799688288,70405.78805082607,0.6360615756974364,0.64509816921586,0.6372107707509491
1,32,64,20,1e-05,65613.78115899535,66285.03770051405,65828.62041078134,0.6749333955906015,0.6802637437906702,0.6828482119447132
1,32,64,20,0.0001,65956.76493968659,66364.538402164,65820.67739025482,0.6715260633418481,0.6794963156886238,0.682924743737853
1,32,64,20,0.001,64584.33772006619,65197.533536837145,64600.426687151514,0.6850536032191081,0.6906691727153664,0.6945722940770194
1,32,64,20,0.01,64404.53487601389,65206.53573434234,64958.15380831545,0.6868047841804865,0.6905837446539848,0.6911802951540678
1,32,64,50,1e-05,59580.500270146906,60828.39828960975,60078.658091213896,0.7319656133590965,0.7307388898001388,0.7358332795173212
1,32,64,50,0.0001,59902.62668897426,60925.3240619607,60276.57099025428,0.7290594826246775,0.729880108877424,0.7340899610876088
1,32,64,50,0.001,61429.121973324,62421.07346897346,61735.02631326789,0.7150748150627977,0.7164541232004074,0.7210663355788554
1,32,64,50,0.01,61685.913249834986,62513.13452221697,62464.68061776953,0.7126876987370032,0.7156171372318247,0.7144338643143919
1,32,64,100,1e-05,57021.12330338276,57845.54068347185,57833.84598950602,0.7544987203050316,0.7564990612696872,0.7552054157516385
1,32,64,100,0.0001,57247.008344783986,58186.29896641164,58142.617720038,0.7525497966739313,0.7536217657507615,0.7525845483367647
1,32,64,100,0.001,57408.95112825665,58274.10402149806,58700.24934593318,0.7511478210721834,0.7528776188479971,0.7478159882559408
1,32,64,100,0.01,57077.19281583575,58376.480761746505,58198.72369905704,0.7540156745855384,0.7520085601957255,0.7521068201468397
1,64,16,10,1e-05,61619.758289804544,62273.13259522122,62207.202782707,0.7133036235315049,0.7177965645600446,0.7167832051432277
1,64,16,10,0.0001,60873.029878555666,61927.235892120516,61031.341556460546,0.7202100822261543,0.7209228611518399,0.7273889283100143
1,64,16,10,0.001,62189.613136405205,62593.27043151371,62876.6482364655,0.707976411433791,0.7148875661963003,0.7106547064570797
1,64,16,10,0.01,62703.7816220355,63134.883041776346,62448.521068617265,0.7031276909603844,0.7099321267349799,0.7145815965387934
1,64,16,20,1e-05,57821.22995544558,59024.80577880133,59062.147314026835,0.7475607539825425,0.7464696221622447,0.74469688007666
1,64,16,20,0.0001,57914.01679914057,58535.06156764334,58305.099137602665,0.7467499156595376,0.7506593833456894,0.7511997952737958
1,64,16,20,0.001,58623.54686392907,59769.14070550608,59261.63204044595,0.7405065472861795,0.7400349921737621,0.7429693749714148
1,64,16,20,0.01,58135.77073213315,59463.791634123634,59276.423422393564,0.7448068033458212,0.7426844297937258,0.7428410520590951
1,64,16,50,1e-05,55588.59794651806,56590.67050053611,56561.10704168181,0.7666790887258943,0.7669492261061482,0.7658611616570385
1,64,16,50,0.0001,55456.30276939172,57187.79373727902,56395.20749170156,0.7677883270228334,0.762005152707859,0.7672326539742675
1,64,16,50,0.001,55244.32881246276,56531.908385041665,56267.912600212636,0.7695601275586893,0.7674329611937473,0.768282269888249
1,64,16,50,0.01,55074.61438218437,56423.813575694585,56107.93257571674,0.7709738074697389,0.7683214949788946,0.7695980290027737
1,64,16,100,1e-05,54195.790062231616,55522.381892812184,54952.387037231645,0.7782246227356645,0.7756649937585264,0.7789905817179595
1,64,16,100,0.0001,53371.74984338149,55104.94280596124,54201.3951493788,0.7849174847026297,0.7790255904226546,0.7849900352178143
1,64,16,100,0.001,54255.909289172196,56249.443414511,55066.22262067878,0.7777323203140618,0.7697512245101543,0.7780739775088078
1,64,16,100,0.01,53802.79336464508,55316.89764529819,54912.389539679934,0.7814293360385776,0.7773224157568231,0.77931219128136
1,64,32,10,1e-05,64839.69943295287,65030.023791910266,65216.93927974887,0.6825581297977388,0.6922566365577087,0.6887147926677195
1,64,32,10,0.0001,65491.93412965864,66043.90157206342,65646.80584837019,0.6761395941150572,0.6825858281078923,0.6845976997100168
1,64,32,10,0.001,65985.87093431244,66392.60749078782,65963.09749188343,0.6712360955082544,0.6792251422869526,0.6815511101802769
1,64,32,10,0.01,65448.970278854664,65976.40866557074,65634.30773212708,0.6765643708860021,0.6832342531069591,0.6847177835227887
1,64,32,20,1e-05,61369.19462019298,61947.188336179664,61557.669585215415,0.7156304630334942,0.7207429994820498,0.722666713953084
1,64,32,20,0.0001,60273.90138366409,61134.30227510046,60836.52412526267,0.7256905119881016,0.7280238697716941,0.7291265477829402
1,64,32,20,0.001,61399.71191980326,61923.970235664216,61844.699786636054,0.7153475736088502,0.720952293953649,0.7200743931127435
1,64,32,20,0.01,59377.45513356482,60549.89889834018,60175.26360110408,0.7337893759609744,0.7331988391266571,0.7349830448622334
1,64,32,50,1e-05,56821.08606025816,57892.76513432815,57777.3144721911,0.7562181974170833,0.7561013161060389,0.7556837462361072
1,64,32,50,0.0001,56875.856919846425,58069.437935612594,57952.02500849776,0.7557479996441004,0.7546104212271543,0.7542039557582403
1,64,32,50,0.001,57319.50576550913,58233.63885226628,58474.790461838376,0.7519226595961851,0.7532207001265921,0.7497494701966657
1,64,32,50,0.01,56731.03846962446,57826.27238644091,57548.43804917075,0.7569902548071826,0.7566612541348284,0.7576155589134986
1,64,32,100,1e-05,55120.126987218726,56623.534596014535,55775.30448171705,0.7705951253606449,0.7666784667482399,0.7723217436571636
1,64,32,100,0.0001,54819.228902022194,56422.85039001177,55834.59478641897,0.7730929091079737,0.7683294046716385,0.7718374329667377
1,64,32,100,0.001,54743.038990540896,56373.57630722881,55534.83492168718,0.773723199527016,0.7687338639110323,0.7742807348908223
1,64,32,100,0.01,55496.162053455264,56788.9713955842,56648.323381828,0.767454402225141,0.7653130854908292,0.7651385281068857
1,64,64,10,1e-05,69204.69697333663,69410.36558653283,68899.25813973088,0.6383792306491683,0.6494019195700604,0.6525704541686616
1,64,64,10,0.0001,67045.32716160666,67676.59490335462,66885.3548790524,0.6605942060462764,0.6666980388878957,0.6725841281568736
1,64,64,10,0.001,68934.73019533721,69507.59468438146,68585.56509147712,0.6411950850644037,0.6484190055623928,0.6557268925174157
1,64,64,10,0.01,66971.47444309742,67543.4310587898,66767.37349645491,0.6613415283749703,0.6680083915953677,0.673738189694622
1,64,64,20,1e-05,63527.28718423234,64265.28878945639,63984.6298841741,0.6952786784837167,0.6994520312135806,0.7003674561618118
1,64,64,20,0.0001,63553.95484313521,64291.36119310946,63849.43507923887,0.6950227912817584,0.6992081173484228,0.7016323214075668
1,64,64,20,0.001,64575.83794468282,65049.527489633976,64429.456114132045,0.6851364963034129,0.6920720131095834,0.6961868360031738
1,64,64,20,0.01,64100.99050538347,64775.306202652035,63929.229668635264,0.6897500615996226,0.6946627291253689,0.7008860970049771
1,64,64,50,1e-05,59565.62831903647,60240.633757160846,60325.70162653887,0.7320994053473107,0.7359173103362857,0.7336563049100056
1,64,64,50,0.0001,60017.79700222064,60955.16469679661,60793.00197432478,0.7280166468400686,0.7296154398536135,0.7295139722305795
1,64,64,50,0.001,59304.29940124916,60179.24828884921,59979.53514939624,0.734444939126043,0.7364552389439174,0.7367042504137011
1,64,64,50,0.01,60439.61765821827,61719.7663507579,61029.66111763945,0.7241800726246481,0.7227896655212194,0.7274039402664777
1,64,64,100,1e-05,56482.83096052741,57892.27602497277,57583.81476071686,0.759112017326247,0.7561054372643167,0.7573174656784479
1,64,64,100,0.0001,57042.58618538817,58627.127783630574,57851.18952926977,0.75431387102968,0.7498744213288915,0.7550585729770959
1,64,64,100,0.001,56246.02947662336,57583.911470802865,57399.013749567166,0.7611276053048672,0.7586967376416959,0.758872625359027
1,64,64,100,0.01,56417.90684786539,57943.94670639689,57608.30442588537,0.7596654757805998,0.7556698758026679,0.7571110021845233
1,128,16,10,1e-05,61594.257530165334,62008.774271944276,62039.32132319142,0.7135408676492777,0.7201874665139614,0.7183098029748018
1,128,16,10,0.0001,60821.65371484567,61443.11578353499,61291.6191496526,0.7206821621168834,0.725269212142821,0.7250587861195823
1,128,16,10,0.001,60716.504973496885,61035.94018098061,61163.95007455446,0.7216470991047814,0.7288983582105276,0.7262029860333137
1,128,16,10,0.01,60163.89959701558,61171.164157326835,60680.177353506646,0.7266908454107626,0.7276957863802349,0.7305170207430621
1,128,16,20,1e-05,58411.58997292359,59226.26021435741,58871.28519112829,0.742379582882343,0.7447360466301471,0.7463442621898131
1,128,16,20,0.0001,57312.84224690689,58333.39039836021,58030.89651205366,0.7519803353163124,0.7523745328336571,0.7535344538468558
1,128,16,20,0.001,57307.84328702839,58426.1125874414,58171.69033975573,0.7520235991375902,0.7515866950879578,0.7523370598694218
1,128,16,20,0.01,57505.370838389135,58881.359512359704,58325.043893215916,0.7503112127053903,0.7477004197437811,0.7510295491688315
1,128,16,50,1e-05,54775.49814718878,56231.21007817425,55745.340851348396,0.773454784337252,0.7699004712469418,0.7725663047475121
1,128,16,50,0.0001,55412.489615166465,56605.22668050923,55936.20976242901,0.7681550989274537,0.7668293206424761,0.7710061980972343
1,128,16,50,0.001,55031.68116009125,56534.022111497296,56223.7423415707,0.7713307414192303,0.7674155695186096,0.7686459235001525
1,128,16,50,0.01,56019.697710277695,57411.885816484006,56623.70831687583,0.7630461632907031,0.7601363184799561,0.765342589728482
1,128,16,100,1e-05,53410.140355206655,55190.317579503,54910.94210575646,0.7846079540028272,0.7783403431979835,0.7793238253338417
1,128,16,100,0.0001,53469.136005630564,55292.238420008165,54007.81533230862,0.7841318566997041,0.7775209024054255,0.7865231051309185
1,128,16,100,0.001,53285.629741530516,55155.653310094625,54359.97254406825,0.7856110345291112,0.7786186984383294,0.7837300825175311
1,128,16,100,0.01,53608.15755958799,55761.80721111639,54822.28583036233,0.7830078685112385,0.773726053583861,0.7800358340230019
1,128,32,10,1e-05,63846.71339738555,64565.080145361615,64129.56639386464,0.6922065910954628,0.696641436486745,0.6990084772670497
1,128,32,10,0.0001,63716.63756674701,64355.38935380608,63949.52451490591,0.6934594574607758,0.6986086980549335,0.7006961546493458
1,128,32,10,0.001,63303.16525803609,63908.942349103374,63856.435764426365,0.6974249769299294,0.7027758245750272,0.7015668895773246
1,128,32,10,0.01,64745.707802663885,64715.55740911799,64190.01962482465,0.6834777902339455,0.6952257560163209,0.6984407364428441
1,128,32,20,1e-05,59853.012664335336,60945.28078281615,60987.359176522834,0.7295081067812332,0.7297031187591556,0.7277817023531076
1,128,32,20,0.0001,60090.377183678786,61076.94226473332,60901.127755902766,0.7273584241669457,0.72853400023409,0.7285509494820652
1,128,32,20,0.001,60756.8414523992,61832.866998935155,61486.61663282603,0.7212771336248311,0.7217727661698524,0.7233065684651476
1,128,32,20,0.01,60513.83993824638,61616.764266136495,61105.38489649544,0.7235022207489993,0.7237141478462197,0.7267270625202615
1,128,32,50,1e-05,56886.071502873405,58378.934191241206,57722.56959002792,0.755660259203423,0.7519877147356924,0.7561465136079273
1,128,32,50,0.0001,56578.1947137067,57910.48491560082,57824.58259711979,0.7582979159682971,0.7559519885438477,0.755283828198304
